'kang'gan'ling 抗感灵
'wu'wei'zi'sheng'mai'san 五味子生脉散
'bi'xiao'gao 必效膏
'yuan'ban'leng'shui'hua 圆瓣冷水花
'gui'shao'li'dao'tang 归芍利导汤
'gui'shao'li'dao'shang 归芍利导汤
'er'dong'er'di'jiu 二冬二地酒
'er'dong'er'de'jiu 二冬二地酒
'yi'bu'luo'fen 依布洛芬
'pa'zha 爬蚱
'yan'suan'fu'gui'li'qin'jiao'nang 盐酸氟桂利嗪胶囊
'niu'huang'yi'jin'pian 牛黄益金片
'yan'ling'gu'ben'dan 延陵固本丹
'mai'ning'na 麦宁钠
'mu'gua'shi 木瓜实
'pu'li'an'tang'jiao'nang 葡力氨糖胶囊
'xi'gan'you 稀甘油
'shi'nuo'min 施诺敏
'an'fei'ka'pian 氨非咖片
'an'fei'ga'pian 氨非咖片
'xiao'dan'an 消胆胺
're'ke'ping'zhu'she'ye 热可平注射液
'gao'wan'tong'bing'suan'zhi 睾丸酮丙酸酯
'qing're'shen'shi'tang 清热渗湿汤
'qing're'shen'shi'shang 清热渗湿汤
'shan'you'ma'gen 山油麻根
'shao'pi'san 烧脾散
'san'qi'shang'ke'pian 三七伤科片
'lou'feng'tang 漏风汤
'lou'feng'shang 漏风汤
'long'dan'ju'huai'cha 龙胆菊槐茶
'fu'ma'suan'lv'ma'si'ting'gan'hun'xuan'ji 富马酸氯马斯汀干混悬剂
'lian'shi'wan 莲实丸
'men'dong'an'suan'jia'mei'mu 门冬氨酸钾镁木
'da'ye'jing'kou'bian'cao 大叶井口边草
'liu'shen'qu 六神曲
'zhuan'xiong'san 赚胸散
'zuan'xiong'san 赚胸散
'jie'geng'lian'qiao'tang 桔梗连翘汤
'ju'geng'lian'qiao'tang 桔梗连翘汤
'jie'geng'lian'qiao'shang 桔梗连翘汤
'ju'geng'lian'qiao'shang 桔梗连翘汤
'feng'xin'cha 风心茶
'qi'shi'lin'ba'jie'yan'tie 齐氏淋巴结炎贴
'qi'zhi'lin'ba'jie'yan'tie 齐氏淋巴结炎贴
'liu'bei'li 六倍利
'bo'he'hou'pian 薄荷喉片
'ma'lai'suan'zuo'xuan'an'lv'di'ping'pian 马来酸左旋氨氯地平片
'jiang'huang'su 姜黄素
'he'rong'gao 和荣膏
'hu'rong'gao 和荣膏
'huo'rong'gao 和荣膏
'pu'tao'tang'suan'yi'nuo'sha'xing 葡萄糖酸依诺沙星
'ka'bo 卡铂
'qia'bo 卡铂
'wu'xian'jian 五痫煎
'ji'xue'san'teng'pian 鸡血散藤片
'zhu'she'yong'luo'bo 注射用洛铂
'tan'shi'zhong'zu'zheng 痰湿中阻证
'ren'shen'ban'xia'yin 人参半夏饮
'yan'suan'ao'xi'bu'ning 盐酸奥昔布宁
'yan'suan'yu'xi'bu'ning 盐酸奥昔布宁
'jin'shu'die'da 金术跌打
'jin'zhu'die'da 金术跌打
'hui'er'xue'zhu'she'ye 惠尔血注射液
'hui'er'xie'zhu'she'ye 惠尔血注射液
'zhong'jian'gu'pai'jue 中间骨牌蕨
'ye'hai'jiao 野海椒
'gan'shen'an'tang'jiang 肝肾安糖浆
'zhu'she'yong'liu'suan'juan'qu'mei'su 注射用硫酸卷曲霉素
'qu'yu'xiao'zhong'gao 祛瘀消肿膏
'qi'bao'yin 七宝饮
'hong'yu'zan'hua'tou 红玉簪花头
'fu'fang'lv'lei'ta'ding'huan 复方氯雷他定缓
'yan'hou'xiao'yan 咽喉消炎
'da'huo'cao 打火草
'er'di'you 耳底油
'bing'tong'hua'fu'xin'long 丙酮化氟新龙
'yan'suan'nai'fu'pan 盐酸萘福泮
'zhu'she'yong'fu'mai'gan 注射用氟脉苷
'zhu'she'yong'fu'mo'gan 注射用氟脉苷
'hong'hua'zi 红花子
'yi'fan'ying'na 异泛影钠
'sheng'ning'you 圣宁油
'hu'gu'chang'shan'wan 虎骨常山丸
'liu'jin'wan 流金丸
'bu'qi'huang'qi'tang 补气黄耆汤
'bu'qi'huang'qi'shang 补气黄耆汤
'xiong'feng'yi'hao'ruan'jiao'nang 雄风一号软胶囊
'jian'shen'qiang'jing'jiu 健肾强精酒
'jian'shen'jiang'jing'jiu 健肾强精酒
'ba'wei'da'fa'san 八味大发散
'chang'jiang'san 常将散
'chang'qiang'san 常将散
'shu'gan'tong'ru'tang 疏肝通乳汤
'shu'gan'tong'ru'shang 疏肝通乳汤
'yan'suan'yi'tuo'bi'li'pian 盐酸依托必利片
'yi'xi'xin 亿希欣
'bu'xie'li'shen'tang 补泄理肾汤
'bu'yi'li'shen'tang 补泄理肾汤
'bu'xie'li'shen'shang 补泄理肾汤
'bu'yi'li'shen'shang 补泄理肾汤
'qi'long'shan'hei'gao'yao'tie 齐龙山黑膏药贴
'dan'tian'jiang'zhi 丹田降脂
'xiao'er'qing'fei'hua'tan 小儿清肺化痰
'dang'gui'ku'shen 当归苦参
'chen'xiang'shi'qi'wei'wan 沉香十七味丸
'zhen'ren'huo'ming'yin 真人活命饮
'tong'ke'xin 彤可欣
'duo'kai 哆开
'shen'rong'san'qi 参茸三七
'jie'du'liang'xue'tang 解毒凉血汤
'jie'du'liang'xue'shang 解毒凉血汤
'ke'pu'nuo 可谱诺
'yan'suan'ni'mo'si'ting 盐酸尼莫司汀
'a'si'pi'lin'shuang'mi'da'mo'pian 阿司匹林双嘧达莫片
'a'si'pi'lin'shuang'mi'da'mu'pian 阿司匹林双嘧达莫片
'fu'fang'ma'chi'xian'he'ji 复方马齿苋合剂
'song'gao 松膏
'gan'pi'qi'zhi'zheng 肝脾气滞证
'gou'ya'bei 狗牙贝
'fu'fang'yi'mu'cao'jiao'nang 复方益母草胶囊
'pi'an'tai 脾氨肽
'en'dan'xi'tong'pian 恩丹西酮片
'an'shen'yang'xue 安神养血
'can'shu 参术
'shen'shu 参术
'cen'shu 参术
'san'shu 参术
'can'zhu 参术
'shen'zhu 参术
'cen'zhu 参术
'san'zhu 参术
'ke'shu 可舒
'kou'fu'wei'pu'tao'tang 口服维葡萄糖
'xiao'er'yan'suan'xiao'bo'jian 小儿盐酸小檗碱
'ka'bi'shen'pian 卡比胂片
'jie'du'sheng'ji'san 解毒生肌散
'da'wu'gong'san 大蜈蚣散
'dai'wu'gong'san 大蜈蚣散
'tai'wu'gong'san 大蜈蚣散
'yan'suan'ang'dan'si'qiong 盐酸昂丹司琼
'yan'yan'tie 咽炎贴
'yu'rou 鹬肉
'qiu'yin'he'ji 蚯蚓合剂
'ping'bei 平贝
'shen'rong'bian 参茸鞭
'niu'shi'shu 牛屎树
'feng'shi'ma'qian 风湿马钱
'jing'gong'san 荆公散
'xiao'er'xiao'shi'ke'li 小儿消食颗粒
'shan'zi'wan 山紫菀
'cao'dou'kou 草豆蔻
'qing'fen'san 轻粉散
'fu'fang'cha'jian'jia'ma'huang 复方茶碱甲麻黄
'jiu'shi'suan'tuo'te'luo'ding'pian 酒石酸托特罗定片
'zhi'feng'huo'tan'tang 治风豁痰汤
'zhi'feng'huo'tan'shang 治风豁痰汤
'yan'dou'gen 岩豆根
'hei'shou'sheng'fa'ke'li 黑首生发颗粒
'yang'xin'an'mian'jiao'nang 养心安眠胶囊
'shi'wei'yin'zi 石韦饮子
'dan'wei'yin'zi 石韦饮子
'wan'shou'gua 万寿瓜
'zhen'jing'san 镇惊散
'er'shi'wu'wei'lv'xue'wan 二十五味驴血丸
'er'shi'wu'wei'lv'xie'wan 二十五味驴血丸
'jiang'sha'bu'zhong'yi'qi'tang 姜砂补中益气汤
'liu'suan'sha'ding'an'chun'zhu 硫酸沙丁胺醇注
'bian'da'ming 苄达明
'nai'pai'di'er'fen'san'pian 萘哌地尔分散片
'nai'pai'de'er'fen'san'pian 萘哌地尔分散片
'jia'wei'jing'fang'bai'du'san 加味荆防败毒散
'niu'huang'qing'wei'wan'da'mi'wan 牛黄清胃丸大蜜丸
'gui'lu'bu'shen 龟鹿补肾
'jun'lu'bu'shen 龟鹿补肾
'qiu'lu'bu'shen 龟鹿补肾
'chong'zu'ren'yi'dao'su'zhu'she'ye 重组人胰岛素注射液
'yi'xin'kou'fu'ye 益心口服液
'wu'hu'kang'qi'zhi'yao'you 芜湖康奇制药有
'wu'hu'kang'ji'zhi'yao'you 芜湖康奇制药有
'yi'ban'nong 依伴侬
'su'ke'san 粟壳散
'su'qiao'san 粟壳散
'qiang'wei'gen'jian 蔷薇根煎
'can'qian'gu'jing'ke'li 参茜固经颗粒
'can'xi'gu'jing'ke'li 参茜固经颗粒
'shen'qian'gu'jing'ke'li 参茜固经颗粒
'cen'qian'gu'jing'ke'li 参茜固经颗粒
'san'qian'gu'jing'ke'li 参茜固经颗粒
'shen'xi'gu'jing'ke'li 参茜固经颗粒
'cen'xi'gu'jing'ke'li 参茜固经颗粒
'san'xi'gu'jing'ke'li 参茜固经颗粒
'dan'pi'fen'xiang'jiao'gao 丹皮酚橡胶膏
'si'ke'ba'bi'tuo'na 司可巴比妥那
'si'ke'ba'bi'tuo'ne 司可巴比妥那
'si'ke'ba'bi'tuo'nei 司可巴比妥那
'gai'shuang 盖爽
'ge'shuang 盖爽
'he'shuang 盖爽
're'yu'xiong'ge'zheng 热郁胸膈证
'cao'suan'nai'fu'an'zhi'huan 草酸萘呋胺酯缓
'feng'tong'an'jiao'nang 风痛安胶囊
'kang'ai'san 抗癌散
'mo'jia'qing'ning 莫家清宁
'mu'jia'qing'ning 莫家清宁
'lu'gan'shi'yang'hua'xin'xi 炉甘石氧化锌洗
'lu'gan'shi'yang'hua'xin'xian 炉甘石氧化锌洗
'bei'nuo'zhi'ke'li'a'pu 贝诺酯颗粒阿扑
'bei'nuo'zhi'ke'li'e'pu 贝诺酯颗粒阿扑
'hou'pu'qi'wu'tang 厚朴七物汤
'hou'pu'qi'wu'shang 厚朴七物汤
'yang'hua'xin'ruan'gao 氧化锌软膏
'xian'bao'di'an'pian 先葆迪安片
'gu'jin'lu'yan'xu'ming'tang 古今录验续命汤
'gu'jin'lu'yan'xu'ming'shang 古今录验续命汤
'bing'wu'suan'mei'pian 丙戊酸镁片
'jie'he'ling'pian 结核灵片
'he'zhong'an'hui'san 和中安蛔散
'hu'zhong'an'hui'san 和中安蛔散
'huo'zhong'an'hui'san 和中安蛔散
'qian'jin'duo'ming'bie'ya'gao 千金夺命鳖牙膏
'feng'shi'gu'tong'jiao'nang 风湿骨痛胶囊
'li'bai'ling'wu'ling'jiao'nang 利百苓五苓胶囊
'gui'huang'qing're'ke'li 桂黄清热颗粒
'huan'lin'kang 环琳康
'hong'sheng'dan 红升丹
'zi'chen'wan 紫沉丸
'zi'kou 紫叩
'hai'she'yao'jiu 海蛇药酒
'bi'xi'lin 比西林
'xi'bao'sheng'zhang'tai 细胞生长肽
'chang'yan'ning'kou'fu'ye 肠炎宁口服液
'chui'liu'gao 垂柳膏
'tie'luo 铁落
'tie'la 铁落
'tie'lao 铁落
'da'ming'jiao'nang 大明胶囊
'si'wei'xue'lian'hua'ke'li 四味雪莲花颗粒
'qing're'di'huang'yin 清热地黄饮
'yan'suan'xi'ti'li'qin'kou'fu'rong'ye 盐酸西替利嗪口服溶液
'e'jiao'huang'lian'yin 阿胶黄连饮
'a'jiao'huang'lian'yin 阿胶黄连饮
'huang'dan'you'gao 黄丹油膏
'zhi'zi'tang 栀子汤
'zhi'zi'shang 栀子汤
'he'bei'xue'qi 河北血杞
'he'bei'xie'qi 河北血杞
'guo'zhen'fan'qie'hong'su'ruan'jiao'nang 国珍番茄红素软胶囊
'yi'zhi'hao'shang'shi'qu'tong 一支蒿伤湿祛痛
'chi'shao'yao'gao 赤芍药膏
'dan'ying'pu'an'zhu'she'ye 胆影葡胺注射液
'tie'fu'wan 铁服丸
'tian'ran'huang'ti'tong 天然黄体酮
'xin'zhi'yin'yang'gong'ji'wan 新制阴阳攻积丸
'shang'han'ying'yan'fang 伤寒应验方
'fu'ke'bai'dai 妇科白带
'zhi'xue'bao'ke'li 止血宝颗粒
'cu'lv'fen'suan'chang'rong'jiao'nang 醋氯芬酸肠溶胶囊
'long'dan'di'ding 龙胆地丁
'ya'an'san'jiu'yao'ye'you 雅安三九药业有
'ding'jing'san 定惊散
'fu'an'xin 复安欣
'shen'men 神门
'chu'ye 楮叶
'chu'xie 楮叶
'jiu'chan'wan 救产丸
'xiao'er'zi'cao'wan 小儿紫草丸
'xiang'fu'di'yu'tang 香附地榆汤
'xiang'fu'di'yu'shang 香附地榆汤
'kong'que'dan 孔雀胆
'jin'zhuang'ying'pai'yang'shen 金装鹰牌洋参
'jian'pi'yi'shen'qing'gan'tang 健脾益肾清肝汤
'jian'pi'yi'shen'qing'gan'shang 健脾益肾清肝汤
'jian'shen'yin 健神饮
'fei'rou'cao 肥肉草
'yan'suan'qu'zuo'tong 盐酸曲唑酮
'quan'lu'wan 全鹿丸
'ma'yu'zi 麻芋子
'ren'shen'wu'mei'san 人参乌梅散
'bai'he'che 白河车
'bai'he'ju 白河车
'zheng'liao'xiao'feng'san 正料消风散
'pao'pao'cao 泡泡草
'guang'zhou'qi'xing'yao'ye'you 广州奇星药业有
'guang'zhou'ji'xing'yao'ye'you 广州奇星药业有
'yu'kuai'fang 鱼脍方
'qing'qing'cai 青青菜
're'zheng 热证
'da'fu'yin 大腹饮
'jing'zhui'bing'tie 颈椎病贴
'jing'mo'wan 京墨丸
'qing'long'bai'hu'tang 青龙白虎汤
'bei'xin 倍欣
'xin'pi'liang'xu'zheng 心脾两虚证
'lv'zu'qi'ling'gao 吕祖奇灵膏
'lv'zu'ji'ling'gao 吕祖奇灵膏
'jia'xiao'zuo'shuan 甲硝唑栓
'xiao'ye'jin'lao'mei 小叶金老梅
'hei'zhi'nian 黑纸拈
'yi'mi'an'zhi 依米氨酯
'pu'she'qing'wei'tang'jia'jian 蒲蛇清胃汤加减
'pu'yi'qing'wei'tang'jia'jian 蒲蛇清胃汤加减
'fu'shu 福枢
'fu'fen'na'suan'pian 氟芬那酸片
'fu'fen'ne'suan'pian 氟芬那酸片
'fu'fen'nei'suan'pian 氟芬那酸片
'wu'gong'ping 蜈蚣萍
'bao'qing'jiao'nang 葆青胶囊
'dan'e'fu'kang 丹莪妇康
'yang'ti'san 羊蹄散
'ni'hai'long 拟海龙
'yi'fei'tang 益肺汤
'yi'fei'shang 益肺汤
'shen'kang'kou'fu'ye 肾康口服液
'wei'zao'fang 煨枣方
'bei'dou'gen'fen'san'pian 北豆根分散片
'yi'tai'mei 抑肽酶
'zhi'chuang'jiao'nang 痔疮胶囊
'ying'ji'ru'yu'san 莹肌如玉散
'ben'jia'suan'li'zha'qu'pu'tan'pian 苯甲酸利扎曲普坦片
'ben'jia'suan'li'za'qu'pu'tan'pian 苯甲酸利扎曲普坦片
'sheng'yang'bu'wei'tang 升阳补胃汤
'sheng'yang'bu'wei'shang 升阳补胃汤
'hai'zao'san 海藻散
'yi'xue'ning 抑血凝
'zha'meng 蚱蜢
'fu'zi'gan'jiang'san 附子干姜散
'jia'huang'suan'pei'fu'sha'xing'pu'tao'tang'zhu'she'ye 甲磺酸培氟沙星葡萄糖注射液
'xiao'shi'zhi'cha 消食滞茶
'yi'chang'ren'fu'yao'ye'you 宜昌人福药业有
'dong'gan'yi'xing'gan'yan'bing 冻干乙型肝炎病
'jin'tui'si'wu'tang 进退四物汤
'ye'ba'jiao 野芭蕉
'fu'fang'mu'zei'tang 复方木贼汤
'fu'fang'mu'zei'shang 复方木贼汤
'jin'guan'lin'mao'jue 金冠鳞毛蕨
'yan'suan'ke'li'mi'zuo 盐酸克立咪唑
'gu'jie'cao 骨节草
'mi'gu'lai'ning'zhu'she'ye 米古来宁注射液
'dan'pi'fen'pian 丹皮酚片
'du'xiang'you'jiao'wan 杜香油胶丸
'jiang'tang'wan 降糖丸
'xiao'yi'tang 消遗汤
'xiao'wei'tang 消遗汤
'xiao'yi'shang 消遗汤
'xiao'wei'shang 消遗汤
'long'can'bu'yi'ke'li 龙参补益颗粒
'long'shen'bu'yi'ke'li 龙参补益颗粒
'long'cen'bu'yi'ke'li 龙参补益颗粒
'long'san'bu'yi'ke'li 龙参补益颗粒
'ju'yuan'suan'xin'pian 枸橼酸锌片
'wan'ying'jiao'nang 万应胶囊
'cao'xian'yi'gan'san 草仙乙肝散
'fu'fang'ha'qing'zhu'she'ye 复方蛤青注射液
'fu'fang'ge'qing'zhu'she'ye 复方蛤青注射液
'tai'li'bi'tuo 泰利必妥
'liu'suan'qiang'kui'lin 硫酸羟喹啉
'xiao'er'hua'tan'zhi'ke'chong 小儿化痰止咳冲
'an'she'li 安射力
'an'ye'li 安射力
'an'yi'li 安射力
'chao'zi'su'zi 炒紫苏子
'tou'bao'qiang'an'bian'jiao'nang 头孢羟氨苄胶囊
'mo'dao'shui 磨刀水
'wu'fu'li'duo'pian 五氟利多片
'chuan'bei'zhi'ke'lu 川贝止咳露
'chuan'bei'zhi'ke'lou 川贝止咳露
'duo'zhong'wei'sheng'su'pian 多种维生素片
'yang'shi'shen'bai'san 杨氏神栢散
'fu'fang'an'ji'suan 复方氨基酸
'xiao'shi'yin 消石饮
'xiao'dan'yin 消石饮
'hu'gao 虎膏
'bai'tou'weng'she'she'cao'tang 白头翁蛇舌草汤
'bai'tou'weng'she'she'cao'shang 白头翁蛇舌草汤
'da'ji 大蓟
'shen'ling'ke'li 肾苓颗粒
'jian'hong'sha'hua 剪红纱花
'da'xiao'san 大效散
'dai'xiao'san 大效散
'tai'xiao'san 大效散
'shu'san'qi'pian 熟三七片
'shou'san'qi'pian 熟三七片
'he'fei'shen'lu'shuang'he'yao 合肥神鹿双鹤药
'dai'er 呆耳
'xiao'er'qi'pi'pian 小儿启脾片
'bao'xin'dan 保心丹
'zhu'she'yong'ge'la'nuo'sai 注射用格拉诺赛
'chu'fang'wai'pei 处方外配
'pu'tao'tang'lv'hua'gai'zhu 葡萄糖氯化钙注
'tong'ren'da'huo'luo'wan 同仁大活络丸
'san'bai'er'huang'tang 三白二黄汤
'san'bai'er'huang'shang 三白二黄汤
'tian'ma'shi'hu'jiu 天麻石斛酒
'fei'nuo'bei'te'jiao'wan 非诺贝特胶丸
'tong'an 痛安
'mi'su'jian 蜜酥煎
'sheng'bai'kang'ke'li 升白康颗粒
'ying'jian'shen'xiang'cao 硬尖神香草
'fu'fang'pi'pa'lv'hua'an'kou'fu'ye 复方枇杷氯化铵口服液
'jia'wei'tong'guan'tang 加味通关汤
'jia'wei'tong'guan'shang 加味通关汤
'sang'wu'wan 桑乌丸
'gou'shen 狗肾
'li'jiang 立将
'li'qiang 立将
'lv'mei'su'er'wan 氯霉素耳丸
'tong'gen 桐根
'ying'tong'san 应痛散
'chen'shi'xiao'hong'wan 陈氏小红丸
'shi'zu'quan'xie'jiu 十足全蝎酒
'mu'xiang'fu'zi'tang 木香附子汤
'jian'qu'cha'bing 建曲茶饼
'wan'bao'you 万宝油
'cao'wu'gao 草乌膏
'can'dou'ye 蚕豆叶
'can'dou'xie 蚕豆叶
'a'si'pi'lin'chang'rong'jiao 阿司匹林肠溶胶
'yang'qi'tang 养气汤
'yang'qi'shang 养气汤
'tian'can'an'ji'suan 田参氨基酸
'tian'shen'an'ji'suan 田参氨基酸
'tian'cen'an'ji'suan 田参氨基酸
'tian'san'an'ji'suan 田参氨基酸
'ba'wei'an'ning'san 八味安宁散
'chen'xiang'yang'pi'tang 沉香养脾汤
'chen'xiang'yang'pi'shang 沉香养脾汤
'fu'fang'zi'jing'pi 复方紫荆皮
'fu'fang'zi'jin'pi 复方紫荆皮
'liu'suan'yin'di'na'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'de'na'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'di'ne'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'di'nei'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'de'ne'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'de'nei'wei'jiao'nang 硫酸茚地那韦胶囊
'meng'shi'li'tan'wan 礞石利痰丸
'zhi'xiao'tong'mai'jiao'nang 止消通脉胶囊
'gou'gan 狗肝
'yang'mei'jin'jiu 杨梅浸酒
'nao'xue'shu'kou'fu'ye 脑血疏口服液
'nao'xie'shu'kou'fu'ye 脑血疏口服液
'mu'xiang'he'li'le'wan 木香诃黎勒丸
'mu'xiang'he'li'lei'wan 木香诃黎勒丸
'li'li'ning 利力宁
'quan'hou'qie'chu'shu 全喉切除术
'shu'yan'qing'pen'wu'ji 舒咽清喷雾剂
'shu'ye'qing'pen'wu'ji 舒咽清喷雾剂
'cu'suan'xi'bi'tai'tu'mo 醋酸洗必泰涂膜
'an'luo'hua'xian'wan 安络化纤丸
'an'luo'hua'qian'wan 安络化纤丸
'an'lao'hua'xian'wan 安络化纤丸
'an'lao'hua'qian'wan 安络化纤丸
'zhi'li'ning'pian 止痢宁片
'tan'suo'luo'xin'huan'shi'jiao 坦索罗辛缓释胶
'cha'chuan'ping 茶喘平
'zhen'jing'po'sun 真睛破损
'huan'feng'san 缓风散
'jie'jie'shu'qi'tang 解结舒气汤
'xie'jie'shu'qi'tang 解结舒气汤
'jie'jie'shu'qi'shang 解结舒气汤
'xie'jie'shu'qi'shang 解结舒气汤
'huang'qi'zao'jiang'cha 黄芪枣姜茶
'run'fei'zhi'sou'fang 润肺止嗽方
'ling'ze'pian 灵泽片
'ling'shi'pian 灵泽片
'qu'lv'qiang'qin'pian 去氯羟嗪片
'zhi'jiang'ning'pian 脂降宁片
'zhi'xiang'ning'pian 脂降宁片
'yin'chen'yu'lu'yin 茵陈玉露饮
'yao'ren'gou 咬人狗
'san'lin'suan'xian'gan'fu'mei 三磷酸腺苷辅酶
'jing'pi'huang'dan'yi 经皮黄疸仪
'gan'jin'gao 肝浸膏
'mi'chuan'qu'feng'san 秘传祛风散
'yang'yin'yi'fei'tong'luo'wan 养阴益肺通络丸
'huan'bao'su'ruan'jiao'nang 环孢素软胶囊
'pen'yan'qing 盆炎清
'tui'yin'san 退阴散
'ren'ya'chi 人牙齿
'er'bai'wei'cao'hua'gao 二百味草花膏
'sui'mi'chai 碎米柴
'jing'du'nian'ci'an'mi'lian 京都念慈菴蜜炼
'bai'ye'ru 柏叶乳
'er'san 耳散
'kun'ming'long'en'zhi'yao'you 昆明龙恩制药有
'shou'wu'jiu 首乌酒
'qian'jin'tie'pi'gao 千金贴痞膏
'he'shan'tang'lu'tai'gao 合膳堂鹿胎膏
'ge'shan'tang'lu'tai'gao 合膳堂鹿胎膏
'feng'shi'du'ju'zheng 风湿毒聚证
'feng'shi'dai'ju'zheng 风湿毒聚证
'jiang'huang 姜黄
'qu'tan'ping'chuan 祛痰平喘
'yun'nan'hong'yao'jiao'nang 云南红药胶囊
'nai'fu'pan'jiao'nang 奈福泮胶囊
'fu'fang'liu'suan'sha'ding'an'chun'qi'wu'ji 复方硫酸沙丁胺醇气雾剂
'feng'jiang'wan 蜂姜丸
'kang'di'yue 康迪玥
'chuan'shu 喘舒
'xiu'zheng'gan'mao'qing'jiao'nang 修正感冒清胶囊
'san'cha'er'jue 三叉耳蕨
'ge'you'ca'ji 革疣擦剂
'ji'you'ca'ji 革疣擦剂
'yu'fen'wei'lin 愈酚维林
'ru'suan'yi'sha'a'ding'zhu'she'ye 乳酸依沙吖啶注射液
'ru'suan'yi'sha'ya'ding'zhu'she'ye 乳酸依沙吖啶注射液
'bai'hua'shi'mu'tou 白花虱母头
'an'fen'wan'an'na'min'jiao'nang 氨酚烷胺那敏胶囊
'an'fen'wan'an'ne'min'jiao'nang 氨酚烷胺那敏胶囊
'an'fen'wan'an'nei'min'jiao'nang 氨酚烷胺那敏胶囊
'zhi'tong'hua'zheng 止痛化癥
'dao'mi'wan 道秘丸
'dao'bi'wan 道秘丸
'zong'lv'guo 棕榈果
'zi'jing'guo 紫荆果
'zi'jin'guo 紫荆果
'fu'fang'pu'ling 复方蒲苓
'lian'tang'san 莲汤散
'lian'shang'san 莲汤散
'shen'qi'wu'ji'yang'xue 参芪乌鸡养血
'qu'jia'ti'lin'pian 去甲替林片
'ci'shi'jin'jiu 磁石浸酒
'bu'yi'zhu'shen'wan 补益猪肾丸
'cheng'jin'dan 称金丹
'chen'jin'dan 称金丹
'ku'di'ding 苦地丁
'li'qi'kuan'chang'tang 理气宽肠汤
'li'qi'kuan'chang'shang 理气宽肠汤
'tuo'nang 脱囊
'hu'qi'mo'zheng'ya 呼气末正压
'bu'yang'xin'pi'tang 补养心脾汤
'bu'yang'xin'pi'shang 补养心脾汤
'pai'la'xi'lin'san'zuo'ba 哌拉西林三唑巴
'fu'fang'ru'suan'na'shan'li'chun'zhu'she'ye 复方乳酸钠山梨醇注射液
'wei'te'ling 胃特灵
'xin'yi'gao 辛夷膏
'long'dan'xie'gan'tang'jia'jian'fang 龙胆泻肝汤加减方
'zheng'gu'zi'jin'dan 正骨紫金丹
'qing'xin'san 清心散
'wei'yang'ning'wan 胃疡宁丸
'xue'jie'san 血竭散
'zhuang're 壮热
'chen'sha'li'tan'wan 辰砂利痰丸
'mu'xiang'fen'qi'yuan 木香分气圆
'wei'fu'chun'pian 胃复春片
'xiao'chai'hu'jia'chang'shan'tang 小柴胡加常山汤
'xiao'chai'hu'jia'chang'shan'shang 小柴胡加常山汤
'mi'chuan'zhen'jing'wan 秘传镇惊丸
'dian'tuo'suan 碘托酸
'tong'shu'tong 彤舒通
'gu'yang'jiao'san 羖羊角散
'pai'shu 派纾
'pa'shu 派纾
'xiao'yan'li'dan'di'wan 消炎利胆滴丸
'an'shen'dan 安神丹
'gan'lu'ju'tang'tai'kou'fu'rong'ye 甘露聚糖肽口服溶液
'fu'an 腹安
'fan'kui'tong 泛喹酮
'fu'fang'xuan'ju'yi'qi 复方玄驹益气
'zhi'tong'hua'wei'pian 止痛化癓片
'yang'fu'sha'xing'gan'lu'chun 氧氟沙星甘露醇
'yu'an'yi'bing'qin 愈铵异丙嗪
'shan'ma'huang 山马蝗
'song'dan'yuan'hu'cha'ji 松胆元胡搽剂
'qu'ma'duo 曲马朵
'ke'luo'di'ya'pu'li'wa 克罗地亚普利瓦
'zeng'sun'san'cai'wan 增损三才丸
'kang'lin'ba'xi'bao'qiu'dan 抗淋巴细胞球蛋
'niu'xin'qie'zi 牛心茄子
'bao'fu'kang'shuan 保妇康栓
'xiao'yan'li'dan'jiao'nang 消炎利胆胶囊
'hu'shi'ren 槲实仁
'huo'luo'tou'du'yin 活络透毒饮
'huo'luo'tou'dai'yin 活络透毒饮
'zi'su'ye'cha 紫苏叶茶
'shen'zhe'san 肾着散
'shen'zhao'san 肾着散
'shen'zhuo'san 肾着散
'zi'shen'gao 滋肾膏
'ni'ka'di'ping'huan'shi'pian 尼卡地平缓释片
'ni'qia'di'ping'huan'shi'pian 尼卡地平缓释片
'xu'duan'san'cha 续断散茶
'bao'qian 豹潜
'zhi'tong'ya'san 止痛牙散
'song'zhi'chun'er'pu'tao'tang'gan 松脂醇二葡萄糖苷
'zhuan'yi'yin'zi'kou'fu'ye 转移因子口服液
'si'ze 思泽
'sai'ze 思泽
'si'shi 思泽
'sai'shi 思泽
'dan'huang'you'cha'ji 蛋黄油搽剂
'jin'tong 今通
'cen'tong 岑酮
'tian'xiong'shi'hu'wan 天雄石斛丸
'wu'yuan'bu'xue'kou'fu'ye 乌圆补血口服液
'ning'xue'mei'dong'gan'fen 凝血酶冻干粉
'yi'jing 一静
'luo'bei'lin'zhu'she'ye 洛贝林注射液
'can'yuan'yi'qi'bu'shen 参苑益气补肾
'shen'yuan'yi'qi'bu'shen 参苑益气补肾
'cen'yuan'yi'qi'bu'shen 参苑益气补肾
'san'yuan'yi'qi'bu'shen 参苑益气补肾
'dan'ke 丹柯
'qing'yang'zhi'gao 青羊脂膏
